location,room,area,floor,price
Azadlıq Prospekti m.,3 otaqlı,94.0,4,213000
Azadlıq Prospekti m.,5 otaqlı,120.0,9,175000
Azadlıq Prospekti m.,4 otaqlı,155.0,11,320000
Azadlıq Prospekti m.,3 otaqlı,65.0,2,172000
Azadlıq Prospekti m.,3 otaqlı,70.0,1,135000
Azadlıq Prospekti m.,5 otaqlı,120.0,3,270000
Azadlıq Prospekti m.,2 otaqlı,98.0,10,195000
Azadlıq Prospekti m.,2 otaqlı,60.0,16,165000
Azadlıq Prospekti m.,3 otaqlı,90.0,2,235000
Azadlıq Prospekti m.,1 otaqlı,35.0,1,88000
Azadlıq Prospekti m.,3 otaqlı,90.0,7,230000
Azadlıq Prospekti m.,4 otaqlı,135.0,14,335000
Azadlıq Prospekti m.,3 otaqlı,56.0,4,170000
Azadlıq Prospekti m.,2 otaqlı,65.0,8,155000
Azadlıq Prospekti m.,3 otaqlı,110.0,10,264000
Azadlıq Prospekti m.,4 otaqlı,135.0,17,210000
Azadlıq Prospekti m.,3 otaqlı,107.7,7,263865
Azadlıq Prospekti m.,2 otaqlı,100.0,7,235000
Azadlıq Prospekti m.,3 otaqlı,135.0,17,220000
Azadlıq Prospekti m.,2 otaqlı,52.0,2,129500
Azadlıq Prospekti m.,5 otaqlı,120.0,3,250000
Azadlıq Prospekti m.,2 otaqlı,55.0,9,123000
Azadlıq Prospekti m.,5 otaqlı,120.0,5,245000
Azadlıq Prospekti m.,2 otaqlı,45.0,5,140000
Azadlıq Prospekti m.,2 otaqlı,97.0,7,193000
Azadlıq Prospekti m.,4 otaqlı,180.0,16,340000
Azadlıq Prospekti m.,2 otaqlı,50.0,2,129500
Azadlıq Prospekti m.,3 otaqlı,80.0,17,168000
Azadlıq Prospekti m.,3 otaqlı,72.0,2,185000
Azadlıq Prospekti m.,2 otaqlı,60.0,4,155000
Azadlıq Prospekti m.,3 otaqlı,85.0,9,190000
Azadlıq Prospekti m.,2 otaqlı,60.0,7,160000
Azadlıq Prospekti m.,4 otaqlı,180.0,4,350000
Azadlıq Prospekti m.,3 otaqlı,150.0,6,350000
Azadlıq Prospekti m.,3 otaqlı,80.0,7,210000
Azadlıq Prospekti m.,3 otaqlı,128.6,11,270000
Azadlıq Prospekti m.,2 otaqlı,96.5,7,193000
Azadlıq Prospekti m.,3 otaqlı,70.0,2,90000
Azadlıq Prospekti m.,2 otaqlı,67.0,1,155000
Azadlıq Prospekti m.,3 otaqlı,80.0,5,135000
Azadlıq Prospekti m.,3 otaqlı,110.0,9,264000
Azadlıq Prospekti m.,3 otaqlı,107.7,9,263865
Azadlıq Prospekti m.,3 otaqlı,107.7,7,263865
Azadlıq Prospekti m.,3 otaqlı,58.0,7,155000
Azadlıq Prospekti m.,1 otaqlı,35.0,2,101500
Azadlıq Prospekti m.,3 otaqlı,80.0,2,180000
Azadlıq Prospekti m.,4 otaqlı,100.0,1,208000
Azadlıq Prospekti m.,2 otaqlı,95.0,16,205000
Azadlıq Prospekti m.,2 otaqlı,98.0,3,275000
Azadlıq Prospekti m.,2 otaqlı,67.0,16,180000
Azadlıq Prospekti m.,2 otaqlı,67.0,12,205000
Azadlıq Prospekti m.,2 otaqlı,65.0,10,159000
Azadlıq Prospekti m.,2 otaqlı,74.0,8,148000
Azadlıq Prospekti m.,4 otaqlı,160.0,11,376000
Azadlıq Prospekti m.,3 otaqlı,55.0,1,74000
Azadlıq Prospekti m.,3 otaqlı,105.0,13,254000
Azadlıq Prospekti m.,1 otaqlı,74.0,11,148000
Azadlıq Prospekti m.,2 otaqlı,65.0,3,165000
Azadlıq Prospekti m.,3 otaqlı,109.0,8,249000
Azadlıq Prospekti m.,2 otaqlı,55.0,18,148000
Azadlıq Prospekti m.,2 otaqlı,50.0,2,129500
Azadlıq Prospekti m.,3 otaqlı,95.0,6,210000
Azadlıq Prospekti m.,2 otaqlı,74.0,7,173000
Azadlıq Prospekti m.,3 otaqlı,95.0,5,205000
Azadlıq Prospekti m.,3 otaqlı,100.0,15,288000
Azadlıq Prospekti m.,1 otaqlı,43.0,3,130000
Azadlıq Prospekti m.,2 otaqlı,45.0,5,84000
